# OpenSignals Text File Format. Version 1
# {"EC:1B:BD:62:D1:5E": {"position": 0, "device": "bitalino_rev", "device name": "EC:1B:BD:62:D1:5E", "device connection": "BTHEC:1B:BD:62:D1:5E", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-12-5", "time": "19:21:26.481", "channels": [2, 3, 5], "sensor": ["ECGBIT", "EDABITREV", "ACCBITREV"], "label": ["A2", "A3", "A5"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2", "A3", "A5"], "special": [{}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	520	98	537	
1	0	0	0	0	523	98	538	
2	0	0	0	0	519	98	540	
3	0	0	0	0	521	98	539	
4	0	0	0	0	522	98	540	
5	0	0	0	0	519	98	541	
6	0	0	0	0	518	98	540	
7	0	0	0	0	516	98	537	
8	0	0	0	0	515	98	537	
9	0	0	0	0	513	98	539	
10	0	0	0	0	511	98	540	
11	0	0	0	0	508	98	540	
12	0	0	0	0	503	98	540	
13	0	0	0	0	498	98	540	
14	0	0	0	0	497	98	539	
15	0	0	0	0	493	98	540	
0	0	0	0	0	506	98	538	
1	0	0	0	0	506	98	542	
2	0	0	0	0	519	98	538	
3	0	0	0	0	523	98	538	
4	0	0	0	0	520	98	539	
5	0	0	0	0	521	98	537	
6	0	0	0	0	519	98	538	
7	0	0	0	0	520	98	539	
8	0	0	0	0	519	98	539	
9	0	0	0	0	511	98	539	
10	0	0	0	0	488	98	542	
11	0	0	0	0	487	98	539	
12	0	0	0	0	524	98	538	
13	0	0	0	0	571	98	539	
14	0	0	0	0	550	98	541	
15	0	0	0	0	509	98	539	
0	0	0	0	0	504	98	539	
1	0	0	0	0	503	98	540	
2	0	0	0	0	504	98	539	
3	0	0	0	0	501	98	536	
4	0	0	0	0	504	98	539	
5	0	0	0	0	500	98	538	
6	0	0	0	0	500	98	541	
7	0	0	0	0	501	98	538	
8	0	0	0	0	500	98	540	
9	0	0	0	0	501	98	541	
10	0	0	0	0	496	98	540	
11	0	0	0	0	494	98	539	
12	0	0	0	0	491	98	540	
13	0	0	0	0	485	98	540	
14	0	0	0	0	482	98	539	
15	0	0	0	0	471	98	537	
0	0	0	0	0	465	98	537	
1	0	0	0	0	466	98	540	
2	0	0	0	0	465	98	538	
3	0	0	0	0	476	98	543	
4	0	0	0	0	489	98	539	
5	0	0	0	0	508	98	540	
6	0	0	0	0	527	98	540	
7	0	0	0	0	542	98	538	
8	0	0	0	0	553	98	538	
9	0	0	0	0	557	97	538	
10	0	0	0	0	557	98	540	
11	0	0	0	0	554	97	539	
12	0	0	0	0	551	97	539	
13	0	0	0	0	548	97	539	
14	0	0	0	0	541	97	539	
15	0	0	0	0	534	97	539	
0	0	0	0	0	531	97	539	
1	0	0	0	0	527	97	540	
2	0	0	0	0	523	97	540	
3	0	0	0	0	518	97	539	
4	0	0	0	0	517	97	539	
5	0	0	0	0	515	97	539	
6	0	0	0	0	512	97	540	
7	0	0	0	0	515	97	538	
8	0	0	0	0	512	97	539	
9	0	0	0	0	515	97	539	
10	0	0	0	0	512	97	539	
11	0	0	0	0	509	97	538	
12	0	0	0	0	515	97	538	
13	0	0	0	0	514	97	539	
14	0	0	0	0	513	97	540	
15	0	0	0	0	514	97	539	
0	0	0	0	0	512	97	540	
1	0	0	0	0	512	97	541	
2	0	0	0	0	511	97	538	
3	0	0	0	0	508	97	537	
4	0	0	0	0	506	97	539	
5	0	0	0	0	503	97	539	
6	0	0	0	0	501	97	540	
7	0	0	0	0	493	97	540	
8	0	0	0	0	505	97	537	
9	0	0	0	0	506	97	539	
10	0	0	0	0	518	97	539	
11	0	0	0	0	525	97	538	
12	0	0	0	0	522	97	538	
13	0	0	0	0	521	97	541	
14	0	0	0	0	518	97	540	
15	0	0	0	0	519	97	539	
0	0	0	0	0	516	97	539	
1	0	0	0	0	507	97	541	
2	0	0	0	0	501	97	539	
3	0	0	0	0	481	97	539	
4	0	0	0	0	503	97	539	
5	0	0	0	0	546	97	540	
6	0	0	0	0	568	97	540	
7	0	0	0	0	517	97	539	
8	0	0	0	0	499	97	538	
9	0	0	0	0	501	97	538	
10	0	0	0	0	502	97	539	
11	0	0	0	0	495	97	538	
12	0	0	0	0	501	97	540	
13	0	0	0	0	498	97	542	
14	0	0	0	0	497	97	540	
15	0	0	0	0	498	97	539	
0	0	0	0	0	497	97	537	
1	0	0	0	0	495	97	539	
2	0	0	0	0	495	97	541	
3	0	0	0	0	492	97	541	
4	0	0	0	0	491	97	540	
5	0	0	0	0	487	97	539	
6	0	0	0	0	482	97	538	
7	0	0	0	0	474	97	536	
8	0	0	0	0	466	97	537	
9	0	0	0	0	466	97	538	
10	0	0	0	0	464	97	542	
11	0	0	0	0	469	97	542	
12	0	0	0	0	480	97	543	
13	0	0	0	0	494	97	537	
14	0	0	0	0	519	97	537	
15	0	0	0	0	536	97	535	
0	0	0	0	0	551	97	535	
1	0	0	0	0	558	97	541	
2	0	0	0	0	556	97	541	
3	0	0	0	0	558	97	540	
4	0	0	0	0	550	97	541	
5	0	0	0	0	543	97	541	
6	0	0	0	0	542	97	537	
7	0	0	0	0	535	97	538	
8	0	0	0	0	531	97	540	
9	0	0	0	0	525	97	540	
10	0	0	0	0	521	97	541	
11	0	0	0	0	519	97	540	
12	0	0	0	0	517	97	541	
13	0	0	0	0	516	97	539	
14	0	0	0	0	514	97	540	
15	0	0	0	0	516	97	536	
0	0	0	0	0	517	97	537	
1	0	0	0	0	515	97	540	
2	0	0	0	0	516	97	539	
3	0	0	0	0	512	97	539	
4	0	0	0	0	516	97	539	
5	0	0	0	0	512	97	540	
6	0	0	0	0	511	97	538	
7	0	0	0	0	513	97	538	
8	0	0	0	0	515	97	538	
9	0	0	0	0	515	96	539	
10	0	0	0	0	511	97	540	
11	0	0	0	0	511	97	541	
12	0	0	0	0	511	96	540	
13	0	0	0	0	508	96	540	
14	0	0	0	0	509	97	539	
15	0	0	0	0	503	97	539	
0	0	0	0	0	499	96	540	
1	0	0	0	0	499	96	539	
2	0	0	0	0	496	97	541	
3	0	0	0	0	492	97	540	
4	0	0	0	0	501	97	540	
5	0	0	0	0	502	96	540	
6	0	0	0	0	516	97	541	
7	0	0	0	0	515	97	538	
8	0	0	0	0	519	97	540	
9	0	0	0	0	520	96	541	
10	0	0	0	0	521	97	539	
11	0	0	0	0	518	97	541	
12	0	0	0	0	513	97	538	
13	0	0	0	0	508	97	540	
14	0	0	0	0	492	97	543	
15	0	0	0	0	489	97	539	
0	0	0	0	0	517	97	539	
1	0	0	0	0	556	97	540	
2	0	0	0	0	558	97	539	
3	0	0	0	0	508	97	537	
4	0	0	0	0	502	97	539	
5	0	0	0	0	503	97	540	
6	0	0	0	0	500	97	541	
7	0	0	0	0	500	97	541	
8	0	0	0	0	501	97	540	
9	0	0	0	0	497	97	541	
10	0	0	0	0	500	97	540	
11	0	0	0	0	502	97	538	
12	0	0	0	0	500	97	539	
13	0	0	0	0	496	97	540	
14	0	0	0	0	496	97	540	
15	0	0	0	0	495	97	539	
0	0	0	0	0	491	97	540	
1	0	0	0	0	486	97	540	
2	0	0	0	0	482	97	539	
3	0	0	0	0	472	97	537	
4	0	0	0	0	470	97	539	
5	0	0	0	0	465	97	539	
6	0	0	0	0	468	97	540	
7	0	0	0	0	471	97	541	
8	0	0	0	0	483	97	539	
9	0	0	0	0	504	97	540	
10	0	0	0	0	521	98	541	
11	0	0	0	0	541	98	540	
12	0	0	0	0	555	98	540	
13	0	0	0	0	558	98	542	
14	0	0	0	0	561	98	541	
15	0	0	0	0	557	98	539	
0	0	0	0	0	552	98	540	
1	0	0	0	0	547	98	541	
2	0	0	0	0	543	98	540	
3	0	0	0	0	535	98	541	
4	0	0	0	0	535	98	539	
5	0	0	0	0	532	98	540	
6	0	0	0	0	527	99	541	
7	0	0	0	0	523	99	540	
8	0	0	0	0	522	99	541	
9	0	0	0	0	520	99	540	
10	0	0	0	0	519	99	540	
11	0	0	0	0	513	99	537	
12	0	0	0	0	517	99	539	
13	0	0	0	0	520	99	539	
14	0	0	0	0	516	99	540	
15	0	0	0	0	517	99	539	
0	0	0	0	0	516	99	540	
1	0	0	0	0	513	99	541	
2	0	0	0	0	515	99	542	
3	0	0	0	0	511	99	540	
4	0	0	0	0	512	100	538	
5	0	0	0	0	516	100	541	
6	0	0	0	0	514	100	540	
7	0	0	0	0	513	100	539	
8	0	0	0	0	509	100	539	
9	0	0	0	0	510	100	540	
10	0	0	0	0	512	100	540	
11	0	0	0	0	510	100	538	
12	0	0	0	0	508	100	539	
13	0	0	0	0	510	100	540	
14	0	0	0	0	511	101	540	
15	0	0	0	0	511	101	540	
0	0	0	0	0	511	101	540	
1	0	0	0	0	507	101	540	
2	0	0	0	0	502	101	540	
3	0	0	0	0	498	101	540	
4	0	0	0	0	495	101	539	
5	0	0	0	0	492	101	540	
6	0	0	0	0	506	101	540	
7	0	0	0	0	505	101	539	
8	0	0	0	0	514	101	539	
9	0	0	0	0	521	102	541	
10	0	0	0	0	519	102	540	
11	0	0	0	0	519	102	540	
12	0	0	0	0	515	102	540	
13	0	0	0	0	514	102	539	
14	0	0	0	0	515	102	541	
15	0	0	0	0	511	102	540	
0	0	0	0	0	503	102	540	
1	0	0	0	0	490	102	541	
2	0	0	0	0	511	102	542	
3	0	0	0	0	552	102	540	
4	0	0	0	0	566	103	540	
5	0	0	0	0	512	103	541	
6	0	0	0	0	499	103	540	
7	0	0	0	0	504	103	540	
8	0	0	0	0	503	103	537	
9	0	0	0	0	499	103	538	
10	0	0	0	0	500	103	540	
11	0	0	0	0	499	103	540	
12	0	0	0	0	500	103	540	
13	0	0	0	0	500	103	540	
14	0	0	0	0	497	103	540	
15	0	0	0	0	496	103	539	
0	0	0	0	0	498	103	540	
1	0	0	0	0	497	103	540	
2	0	0	0	0	492	103	543	
3	0	0	0	0	487	103	543	
4	0	0	0	0	483	103	540	
5	0	0	0	0	474	103	541	
6	0	0	0	0	469	103	542	
7	0	0	0	0	465	103	540	
8	0	0	0	0	463	103	540	
9	0	0	0	0	472	103	540	
10	0	0	0	0	480	103	540	
11	0	0	0	0	495	104	540	
12	0	0	0	0	515	104	540	
13	0	0	0	0	535	104	541	
14	0	0	0	0	549	104	541	
15	0	0	0	0	556	104	541	
0	0	0	0	0	558	104	541	
1	0	0	0	0	558	104	541	
2	0	0	0	0	554	104	541	
3	0	0	0	0	547	104	537	
4	0	0	0	0	543	104	539	
5	0	0	0	0	537	104	537	
6	0	0	0	0	531	104	540	
7	0	0	0	0	525	104	539	
8	0	0	0	0	521	104	537	
9	0	0	0	0	518	104	541	
10	0	0	0	0	516	104	541	
11	0	0	0	0	515	104	540	
12	0	0	0	0	513	104	541	
13	0	0	0	0	517	104	543	
14	0	0	0	0	518	104	541	
15	0	0	0	0	518	104	540	
0	0	0	0	0	516	104	540	
1	0	0	0	0	518	104	541	
2	0	0	0	0	518	104	541	
3	0	0	0	0	517	104	542	
4	0	0	0	0	516	104	540	
5	0	0	0	0	515	104	541	
6	0	0	0	0	518	104	540	
7	0	0	0	0	519	104	538	
8	0	0	0	0	515	104	539	
9	0	0	0	0	514	104	540	
10	0	0	0	0	515	104	540	
11	0	0	0	0	510	105	540	
12	0	0	0	0	511	105	539	
13	0	0	0	0	512	105	541	
14	0	0	0	0	513	105	540	
15	0	0	0	0	513	105	539	
0	0	0	0	0	510	105	539	
1	0	0	0	0	512	105	541	
2	0	0	0	0	507	105	540	
3	0	0	0	0	510	105	540	
4	0	0	0	0	509	105	540	
5	0	0	0	0	507	105	541	
6	0	0	0	0	512	105	540	
7	0	0	0	0	508	105	540	
8	0	0	0	0	505	105	541	
9	0	0	0	0	501	105	540	
10	0	0	0	0	495	105	541	
11	0	0	0	0	494	105	541	
12	0	0	0	0	493	105	540	
13	0	0	0	0	506	105	542	
14	0	0	0	0	503	105	541	
15	0	0	0	0	516	105	540	
0	0	0	0	0	520	105	540	
1	0	0	0	0	520	105	541	
2	0	0	0	0	524	105	540	
3	0	0	0	0	522	105	539	
4	0	0	0	0	515	105	539	
5	0	0	0	0	519	105	540	
6	0	0	0	0	512	105	540	
7	0	0	0	0	497	105	540	
8	0	0	0	0	497	105	540	
9	0	0	0	0	516	105	539	
10	0	0	0	0	560	105	540	
11	0	0	0	0	553	105	537	
12	0	0	0	0	511	105	537	
13	0	0	0	0	510	105	539	
14	0	0	0	0	504	105	540	
15	0	0	0	0	502	105	539	
0	0	0	0	0	501	105	539	
1	0	0	0	0	505	105	541	
2	0	0	0	0	504	105	543	
3	0	0	0	0	503	105	541	
4	0	0	0	0	503	105	540	
5	0	0	0	0	500	105	541	
6	0	0	0	0	504	105	540	
7	0	0	0	0	504	105	538	
8	0	0	0	0	497	105	541	
9	0	0	0	0	496	105	542	
10	0	0	0	0	490	105	542	
11	0	0	0	0	486	105	542	
12	0	0	0	0	479	105	541	
13	0	0	0	0	472	105	541	
14	0	0	0	0	472	105	540	
15	0	0	0	0	467	105	540	
0	0	0	0	0	470	105	536	
1	0	0	0	0	484	105	541	
2	0	0	0	0	502	105	535	
3	0	0	0	0	522	105	539	
4	0	0	0	0	537	105	537	
5	0	0	0	0	552	105	543	
6	0	0	0	0	562	105	539	
7	0	0	0	0	561	105	541	
8	0	0	0	0	561	105	541	
9	0	0	0	0	555	104	539	
10	0	0	0	0	551	105	540	
11	0	0	0	0	545	105	536	
12	0	0	0	0	542	105	543	
13	0	0	0	0	539	104	540	
14	0	0	0	0	532	105	543	
15	0	0	0	0	528	104	541	
0	0	0	0	0	527	104	540	
1	0	0	0	0	522	104	540	
2	0	0	0	0	524	104	538	
3	0	0	0	0	517	104	538	
4	0	0	0	0	517	104	538	
5	0	0	0	0	516	104	540	
6	0	0	0	0	517	104	542	
7	0	0	0	0	516	104	540	
8	0	0	0	0	515	104	539	
9	0	0	0	0	515	104	539	
10	0	0	0	0	515	104	540	
11	0	0	0	0	511	104	539	
12	0	0	0	0	515	104	539	
13	0	0	0	0	513	104	541	
14	0	0	0	0	512	104	540	
15	0	0	0	0	512	104	540	
0	0	0	0	0	510	104	540	
1	0	0	0	0	511	104	540	
2	0	0	0	0	509	104	540	
3	0	0	0	0	507	104	540	
4	0	0	0	0	503	104	540	
5	0	0	0	0	509	104	541	
6	0	0	0	0	513	104	541	
7	0	0	0	0	505	104	540	
8	0	0	0	0	504	104	540	
9	0	0	0	0	501	104	541	
10	0	0	0	0	496	104	540	
11	0	0	0	0	489	104	540	
12	0	0	0	0	496	104	540	
13	0	0	0	0	505	103	539	
14	0	0	0	0	508	104	539	
15	0	0	0	0	514	103	522	
0	0	0	0	0	520	103	552	
1	0	0	0	0	518	103	533	
2	0	0	0	0	516	103	543	
3	0	0	0	0	516	103	543	
4	0	0	0	0	512	103	547	
5	0	0	0	0	511	103	538	
6	0	0	0	0	510	103	547	
7	0	0	0	0	488	103	537	
8	0	0	0	0	488	103	534	
9	0	0	0	0	526	103	536	
10	0	0	0	0	566	103	539	
11	0	0	0	0	538	103	538	
12	0	0	0	0	502	103	540	
13	0	0	0	0	502	103	542	
14	0	0	0	0	500	103	539	
15	0	0	0	0	499	103	536	
0	0	0	0	0	497	103	537	
1	0	0	0	0	498	103	538	
2	0	0	0	0	494	103	539	
3	0	0	0	0	496	103	541	
4	0	0	0	0	497	103	540	
5	0	0	0	0	493	103	540	
6	0	0	0	0	496	103	539	
7	0	0	0	0	493	103	538	
8	0	0	0	0	492	103	537	
9	0	0	0	0	491	103	539	
10	0	0	0	0	486	103	542	
11	0	0	0	0	476	103	537	
12	0	0	0	0	470	103	537	
13	0	0	0	0	464	103	538	
14	0	0	0	0	463	103	540	
15	0	0	0	0	460	103	539	
0	0	0	0	0	473	103	541	
1	0	0	0	0	487	103	540	
2	0	0	0	0	502	103	538	
3	0	0	0	0	526	103	537	
4	0	0	0	0	540	103	536	
5	0	0	0	0	554	103	538	
6	0	0	0	0	561	103	542	
7	0	0	0	0	558	103	540	
8	0	0	0	0	560	103	539	
9	0	0	0	0	551	103	539	
10	0	0	0	0	550	103	539	
11	0	0	0	0	543	103	536	
12	0	0	0	0	536	103	539	
13	0	0	0	0	533	103	541	
14	0	0	0	0	527	103	540	
15	0	0	0	0	524	103	539	
0	0	0	0	0	522	103	538	
1	0	0	0	0	519	103	537	
2	0	0	0	0	516	103	538	
3	0	0	0	0	519	103	538	
4	0	0	0	0	521	103	537	
5	0	0	0	0	518	103	539	
6	0	0	0	0	515	103	539	
7	0	0	0	0	520	103	539	
8	0	0	0	0	518	103	539	
9	0	0	0	0	518	103	540	
10	0	0	0	0	516	103	540	
11	0	0	0	0	514	103	539	
12	0	0	0	0	514	103	537	
13	0	0	0	0	517	103	540	
14	0	0	0	0	516	103	533	
15	0	0	0	0	515	103	538	
0	0	0	0	0	510	103	537	
1	0	0	0	0	513	103	539	
2	0	0	0	0	512	103	542	
3	0	0	0	0	512	103	541	
4	0	0	0	0	507	103	538	
5	0	0	0	0	503	103	540	
6	0	0	0	0	502	103	540	
7	0	0	0	0	494	103	537	
8	0	0	0	0	502	103	536	
9	0	0	0	0	507	103	540	
10	0	0	0	0	509	103	540	
11	0	0	0	0	520	103	540	
12	0	0	0	0	524	103	539	
13	0	0	0	0	521	103	542	
14	0	0	0	0	518	103	539	
15	0	0	0	0	519	103	539	
0	0	0	0	0	519	103	537	
1	0	0	0	0	508	103	538	
2	0	0	0	0	508	103	539	
3	0	0	0	0	489	103	539	
4	0	0	0	0	500	103	539	
5	0	0	0	0	541	103	541	
6	0	0	0	0	569	103	540	
7	0	0	0	0	534	103	538	
8	0	0	0	0	508	103	537	
9	0	0	0	0	504	103	540	
10	0	0	0	0	504	103	540	
11	0	0	0	0	502	103	539	
12	0	0	0	0	505	103	540	
13	0	0	0	0	504	103	541	
14	0	0	0	0	504	103	539	
15	0	0	0	0	504	103	538	
0	0	0	0	0	502	103	537	
1	0	0	0	0	504	103	539	
2	0	0	0	0	502	103	541	
3	0	0	0	0	498	103	540	
4	0	0	0	0	496	103	540	
5	0	0	0	0	493	103	540	
6	0	0	0	0	488	103	540	
7	0	0	0	0	483	102	538	
8	0	0	0	0	473	102	537	
9	0	0	0	0	468	102	540	
10	0	0	0	0	468	102	541	
11	0	0	0	0	473	103	541	
12	0	0	0	0	480	102	541	
13	0	0	0	0	492	102	540	
14	0	0	0	0	511	102	539	
15	0	0	0	0	530	102	539	
0	0	0	0	0	545	102	537	
1	0	0	0	0	557	102	540	
2	0	0	0	0	555	102	540	
3	0	0	0	0	559	102	541	
4	0	0	0	0	553	102	539	
5	0	0	0	0	551	102	540	
6	0	0	0	0	544	102	539	
7	0	0	0	0	537	102	538	
8	0	0	0	0	536	102	540	
9	0	0	0	0	529	102	541	
10	0	0	0	0	527	102	540	
11	0	0	0	0	524	102	539	
12	0	0	0	0	522	102	539	
13	0	0	0	0	521	102	539	
14	0	0	0	0	518	102	540	
15	0	0	0	0	515	102	537	
0	0	0	0	0	514	102	538	
1	0	0	0	0	513	102	539	
2	0	0	0	0	516	102	540	
3	0	0	0	0	511	102	540	
